sample,item,id,lexicon,family,query_type,cond,k,estimand_unchanged,route,implied_answer,gold,gold_is_true_answer,n_scm,group,vs_ORACLE,vs_RAW
conf,755,5482,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,-0.3333333333333333
conf,757,11318,KEEP,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
conf,757,11318,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,757,11318,PSEUDO,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
conf,757,11318,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.3333333333333333
conf,759,4978,KEEP,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
conf,759,4978,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,759,4978,PSEUDO,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.6666666666666666
conf,759,4978,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,-0.3333333333333333
conf,760,5559,KEEP,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.6666666666666666
conf,760,5559,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.3333333333333333
conf,760,5559,PSEUDO,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
conf,760,5559,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,761,162,KEEP,fork,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,761,162,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,761,162,PSEUDO,fork,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,761,162,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,762,16128,KEEP,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
conf,762,16128,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,762,16128,PSEUDO,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,0.3333333333333333
conf,762,16128,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-1.0,-0.3333333333333333
conf,763,5646,KEEP,fork,ett,DR_k1,1,False,no path,no,no,True,4,"estimand changed, answer kept",0.0,0.0
conf,763,5646,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,4,"estimand changed, answer kept",0.0,0.0
conf,763,5646,PSEUDO,fork,ett,DR_k1,1,False,no path,no,no,True,4,"estimand changed, answer kept",0.0,0.0
conf,763,5646,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,4,"estimand changed, answer kept",0.0,0.0
conf,764,5474,KEEP,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.0
conf,764,5474,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.0
conf,764,5474,PSEUDO,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
conf,764,5474,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,0.0
conf,765,16191,KEEP,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,765,16191,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,765,16191,PSEUDO,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,765,16191,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,766,11147,KEEP,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
conf,766,11147,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
conf,766,11147,PSEUDO,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,766,11147,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,767,15855,KEEP,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,767,15855,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
conf,767,15855,PSEUDO,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,767,15855,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,768,880,KEEP,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.3333333333333333
conf,768,880,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.6666666666666666
conf,768,880,PSEUDO,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.3333333333333333,-0.3333333333333333
conf,768,880,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.3333333333333333,-0.3333333333333333
conf,770,5065,KEEP,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
conf,770,5065,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,770,5065,PSEUDO,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.6666666666666666,1.0
conf,770,5065,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
conf,771,949,KEEP,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,771,949,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
conf,771,949,PSEUDO,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,771,949,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,772,16050,KEEP,fork,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,772,16050,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,772,16050,PSEUDO,fork,ett,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,772,16050,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,774,5463,KEEP,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
conf,774,5463,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,774,5463,PSEUDO,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,774,5463,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
conf,775,16099,KEEP,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,775,16099,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,775,16099,PSEUDO,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,-1.0,-0.6666666666666666
conf,775,16099,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
conf,776,918,KEEP,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,776,918,KEEP,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,776,918,PSEUDO,fork,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,776,918,PSEUDO,fork,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,777,237,KEEP,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,4,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
conf,777,237,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,4,answer changed,0.0,0.0
conf,777,237,PSEUDO,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,4,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,777,237,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,4,answer changed,0.0,0.3333333333333333
conf,779,5704,KEEP,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
conf,779,5704,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,779,5704,PSEUDO,fork,ett,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
conf,779,5704,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,781,5534,KEEP,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,781,5534,KEEP,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,781,5534,PSEUDO,fork,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,781,5534,PSEUDO,fork,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,0.0
conf,816,8992,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,816,8992,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,816,8992,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,816,8992,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,816,8992,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,-1.0
conf,816,8992,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,817,19372,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-0.5
conf,817,19372,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
conf,817,19372,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
conf,817,19372,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,817,19372,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
conf,817,19372,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,821,4284,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,821,4284,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.3333333333333333,0.6666666666666666
conf,821,4284,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,821,4284,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,821,4284,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.0,0.0
conf,821,4284,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,824,19437,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-1.0
conf,824,19437,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,-0.6666666666666666
conf,824,19437,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.5,-0.5
conf,824,19437,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,824,19437,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
conf,824,19437,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,828,9045,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",,
conf,828,9045,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
conf,828,9045,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.5,-1.0
conf,828,9045,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
conf,828,9045,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,828,9045,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,830,19420,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,830,19420,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.6666666666666666
conf,830,19420,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.6666666666666666
conf,830,19420,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,830,19420,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.0
conf,830,19420,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
conf,831,14563,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-1.0
conf,831,14563,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,-1.0
conf,831,14563,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,-1.0
conf,831,14563,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,831,14563,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,831,14563,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.6666666666666666
conf,832,8934,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,832,8934,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,832,8934,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,832,8934,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,-0.3333333333333333
conf,832,8934,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,-0.3333333333333333
conf,832,8934,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,-0.3333333333333333
conf,833,14675,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,833,14675,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,833,14675,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,833,14675,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.6666666666666666,0.6666666666666666
conf,833,14675,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,833,14675,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.3333333333333333
conf,834,8963,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.5,0.6666666666666666
conf,834,8963,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,0.5,0.6666666666666666
conf,834,8963,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,0.6666666666666666
conf,834,8963,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,yes,no,True,2,answer changed,0.6666666666666666,0.0
conf,834,8963,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,no,True,2,answer changed,1.0,0.3333333333333333
conf,834,8963,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.6666666666666666,0.0
conf,835,9001,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.5,-0.3333333333333333
conf,835,9001,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.5,-0.3333333333333333
conf,835,9001,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,1.0,0.0
conf,835,9001,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.3333333333333333
conf,835,9001,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,no,yes,True,2,answer changed,0.0,0.0
conf,835,9001,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,838,4181,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,838,4181,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.5,-0.5
conf,838,4181,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,838,4181,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,838,4181,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
conf,838,4181,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,840,4204,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,0.0
conf,840,4204,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,840,4204,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,840,4204,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,840,4204,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,840,4204,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,841,14632,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
conf,841,14632,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",-1.0,-1.0
conf,841,14632,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-1.0,-1.0
conf,841,14632,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.6666666666666666
conf,841,14632,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
conf,841,14632,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.6666666666666666
conf,842,4199,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,842,4199,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,842,4199,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.0
conf,842,4199,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,no,yes,True,2,answer changed,0.3333333333333333,0.6666666666666666
conf,842,4199,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,842,4199,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.0,0.3333333333333333
conf,846,19355,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.5
conf,846,19355,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",1.0,0.5
conf,846,19355,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,1.0
conf,846,19355,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,-1.0
conf,846,19355,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.0
conf,846,19355,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,847,4246,KEEP,frontdoor,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",1.0,0.0
conf,847,4246,KEEP,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,-0.5
conf,847,4246,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.3333333333333333,-0.6666666666666666
conf,847,4246,PSEUDO,frontdoor,ate,DR_k1,1,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,847,4246,PSEUDO,frontdoor,ate,DR_k2,2,False,backdoor,yes,yes,True,2,"estimand changed, answer kept",0.0,0.3333333333333333
conf,847,4246,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,yes,True,2,answer changed,-0.6666666666666666,-0.3333333333333333
conf,849,19315,KEEP,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,849,19315,KEEP,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,849,19315,KEEP,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,849,19315,PSEUDO,frontdoor,ate,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,849,19315,PSEUDO,frontdoor,ate,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.6666666666666666
conf,849,19315,PSEUDO,frontdoor,ate,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,-0.3333333333333333
conf,859,4285,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,859,4285,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,859,4285,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,-0.3333333333333333
conf,859,4285,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,859,4285,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.3333333333333333,0.6666666666666666
conf,859,4285,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.0
conf,862,14688,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.5,1.0
conf,862,14688,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.5
conf,862,14688,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.5,0.3333333333333333
conf,862,14688,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.3333333333333333
conf,862,14688,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,0.3333333333333333
conf,862,14688,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",-0.6666666666666666,0.0
conf,863,9008,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.0
conf,863,9008,KEEP,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
conf,863,9008,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.0
conf,863,9008,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,yes,True,2,answer changed,0.0,-0.3333333333333333
conf,863,9008,PSEUDO,frontdoor,ett,DR_k2,2,False,no path,no,yes,True,2,answer changed,0.6666666666666666,0.3333333333333333
conf,863,9008,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,yes,True,2,answer changed,0.3333333333333333,0.0
conf,865,14695,KEEP,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,865,14695,KEEP,frontdoor,ett,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",-0.3333333333333333,-0.3333333333333333
conf,865,14695,KEEP,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,865,14695,PSEUDO,frontdoor,ett,DR_k1,1,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,865,14695,PSEUDO,frontdoor,ett,DR_k2,2,False,backdoor,no,no,True,2,"estimand changed, answer kept",0.0,0.0
conf,865,14695,PSEUDO,frontdoor,ett,DR_k3,3,False,no path,no,no,True,2,"estimand changed, answer kept",0.0,0.0
