item,story,cond,lexicon,gold,n_nodes,has_data,path,model,pred,parsed,correct,in_tok,out_tok,error
358,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",RAW,KEEP,no,3,True,True,gpt-4.1-nano,no,1,1,174,98,
359,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",ORACLE,KEEP,yes,3,True,True,gpt-4.1-nano,,0,0,344,700,
359,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",RAW,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,286,652,
361,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,231,122,
361,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,158,74,
365,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,138,130,
365,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,102,74,
367,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-nano,,0,0,369,700,
367,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-nano,,0,0,280,700,
369,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,173,315,
369,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,117,190,
374,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,193,297,
374,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,104,50,
375,"employment status | happiness level | income | level of education || AB,AC,AD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,119,117,
375,"employment status | happiness level | income | level of education || AB,AC,AD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,88,3,
379,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,181,209,
379,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,yes,1,0,102,236,
381,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",ORACLE,KEEP,no,3,True,True,gpt-4.1-nano,no,1,1,257,348,
381,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",RAW,KEEP,no,3,True,True,gpt-4.1-nano,no,1,1,190,233,
382,"humidity | temperature | weather conditions || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,114,50,
382,"humidity | temperature | weather conditions || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,88,3,
384,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,146,134,
384,"amount of studying | grade in class | overall academic achievement | test performance || AB,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,93,104,
385,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,258,597,
385,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,174,174,
388,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,194,137,
388,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,142,118,
396,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,157,202,
396,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,92,3,
397,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,yes,1,0,195,140,
397,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,146,165,
398,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,143,117,
398,"the amount of water poured | the growth rate of plants | the weather condition || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,98,66,
400,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,129,133,
400,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,94,73,
403,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,198,145,
403,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,146,104,
407,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,172,88,
407,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,126,128,
409,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,166,259,
409,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,106,143,
412,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,259,147,
412,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,174,146,
422,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,yes,1,0,311,661,
422,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,250,622,
427,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,182,142,
427,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,102,80,
435,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,139,163,
435,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,96,63,
438,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,134,99,
438,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,90,52,
440,"amount of exercise | blood pressure | heart rate || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,119,94,
440,"amount of exercise | blood pressure | heart rate || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,90,62,
442,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,297,700,
442,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,170,97,
444,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,188,113,
444,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,138,110,
450,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,239,117,
450,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,166,96,
457,"exam score | grade received in the course | number of hours studied for an exam || AB,AC",ORACLE,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,190,151,
457,"exam score | grade received in the course | number of hours studied for an exam || AB,AC",RAW,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,154,119,
459,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,142,213,
459,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,98,3,
460,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,254,323,
460,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,170,130,
462,"education level | happiness level | income level | job performance || AB,AC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,138,184,
462,"education level | happiness level | income level | job performance || AB,AC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,90,144,
465,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,254,153,
465,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,170,101,
467,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,129,141,
467,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,94,70,
471,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,235,349,
471,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,yes,1,0,114,185,
474,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,235,340,
474,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,yes,1,0,114,107,
476,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,231,332,
476,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,110,93,
477,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,154,196,
477,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,yes,1,0,104,246,
481,"the amount of exercise a person does per week | the person's physical fitness level | the person's risk of developing chronic diseases || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,149,119,
481,"the amount of exercise a person does per week | the person's physical fitness level | the person's risk of developing chronic diseases || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,106,3,
500,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,132,206,
500,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,yes,1,0,90,97,
501,"amount of rainfall | crop yield | humidity | temperature || AD,BD,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,183,105,
501,"amount of rainfall | crop yield | humidity | temperature || AD,BD,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,138,92,
502,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,141,86,
502,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,97,65,
507,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,177,114,
507,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,130,83,
511,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-nano,no,1,1,239,355,
511,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-nano,no,1,1,150,171,
512,"amount of rainfall | crop yield | temperature | wind speed || AD,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,137,97,
512,"amount of rainfall | crop yield | temperature | wind speed || AD,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,92,3,
513,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,204,120,
513,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,140,154,
514,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,yes,1,0,150,121,
514,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,100,73,
515,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,297,579,
515,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,170,123,
517,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,164,241,
517,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",RAW,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,100,68,
518,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,136,195,
518,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,yes,1,0,96,236,
520,"amount of exercise | caloric intake | weight loss/gain || AC,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,135,89,
520,"amount of exercise | caloric intake | weight loss/gain || AC,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,94,219,
521,"amount of rainfall | crop yield | weather conditions || AB,AC,BC",ORACLE,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,272,676,
521,"amount of rainfall | crop yield | weather conditions || AB,AC,BC",RAW,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,232,585,
525,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,184,354,
525,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,104,94,
528,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,190,335,
528,"the amount of rainfall in a region | the availability of water for irrigation | the crop yield in the region | the water level in a river || AB,AC,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,106,63,
531,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,155,310,
531,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,102,79,
532,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",ORACLE,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,437,700,
532,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",RAW,KEEP,yes,5,True,True,gpt-4.1-nano,yes,1,1,310,700,
538,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,188,79,
538,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,134,66,
539,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,184,209,
539,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,104,78,
542,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-nano,no,1,1,198,125,
542,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-nano,no,1,1,134,92,
543,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,175,91,
543,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,134,74,
544,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,231,310,
544,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,yes,1,0,110,124,
546,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,190,122,
546,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,138,108,
552,"amount of exercise | overall health status | physical fitness level || AB,BC",ORACLE,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,181,110,
552,"amount of exercise | overall health status | physical fitness level || AB,BC",RAW,KEEP,yes,3,True,True,gpt-4.1-nano,yes,1,1,142,74,
555,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,186,82,
555,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,142,84,
556,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,129,102,
556,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,94,78,
558,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,yes,1,0,148,233,
558,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,yes,1,0,96,158,
565,"the amount of rainfall | the growth rate of plants | the yield of crops || AB,BC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,145,141,
565,"the amount of rainfall | the growth rate of plants | the yield of crops || AB,BC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,100,190,
567,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,140,84,
567,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,96,73,
575,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,193,277,
575,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,False,False,gpt-4.1-nano,no,1,1,104,3,
577,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,134,113,
577,"the amount of rainfall | the growth of crops | the water level of a river || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,98,87,
579,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",ORACLE,KEEP,no,5,True,True,gpt-4.1-nano,no,1,1,251,154,
579,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",RAW,KEEP,no,5,True,True,gpt-4.1-nano,no,1,1,162,234,
581,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,182,140,
581,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,102,3,
585,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",ORACLE,KEEP,no,4,True,True,gpt-4.1-nano,yes,1,0,176,98,
585,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",RAW,KEEP,no,4,True,True,gpt-4.1-nano,no,1,1,134,86,
590,"overall health condition | physical fitness level | time spent exercising || AB,AC",ORACLE,KEEP,no,3,False,False,gpt-4.1-nano,no,1,1,126,229,
590,"overall health condition | physical fitness level | time spent exercising || AB,AC",RAW,KEEP,no,3,False,False,gpt-4.1-nano,yes,1,0,95,176,
600,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,139,127,
600,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,89,59,
602,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,171,269,
602,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,130,158,
604,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,139,145,
604,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,90,3,
605,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",ORACLE,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,226,139,
605,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",RAW,KEEP,yes,4,True,True,gpt-4.1-nano,yes,1,1,166,74,
611,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",ORACLE,KEEP,no,4,False,False,gpt-4.1-nano,no,1,1,127,122,
611,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",RAW,KEEP,no,4,False,False,gpt-4.1-nano,yes,1,0,86,148,
