model,item,id,cond,graph_id,rung,gold,pred,correct,parsed,in_tok,out_tok,error
gpt-4.1,41,14776,PROSE,arrowhead,3,no,no,1,1,283,294,
gpt-4.1,41,14776,RAW,arrowhead,3,no,no,1,1,250,150,
gpt-4.1,41,14776,ORACLE,arrowhead,3,no,no,1,1,298,328,
gpt-4.1,39,9086,ED_k1,arrowhead,3,no,yes,0,1,284,241,
gpt-4.1,41,14776,DR_k2,arrowhead,3,no,no,1,1,300,276,
gpt-4.1,39,9086,ED_k2,arrowhead,3,no,yes,0,1,275,229,
gpt-4.1,40,10276,ED_k2,arrowhead,3,no,no,1,1,153,163,
gpt-4.1,39,9086,DR_k2,arrowhead,3,no,no,1,1,286,396,
gpt-4.1,38,17532,ED_k2,arrowhead,3,yes,yes,1,1,284,700,
gpt-4.1,40,10276,DR_k2,arrowhead,3,no,no,1,1,157,200,
gpt-4.1,42,3775,PROSE,confounding,1,no,no,1,1,120,190,
gpt-4.1,42,3775,RAW,confounding,1,no,no,1,1,100,224,
gpt-4.1,42,3775,ORACLE,confounding,1,no,no,1,1,136,193,
gpt-4.1,38,17532,ED_k1,arrowhead,3,yes,yes,1,1,287,651,
gpt-4.1,42,3775,DR_k2,confounding,1,no,no,1,1,138,324,
gpt-4.1,42,3775,DR_k3,confounding,1,no,no,1,1,137,212,
gpt-4.1,38,17532,FE_k1,arrowhead,3,yes,no,0,1,298,700,
gpt-4.1,39,9086,DR_k3,arrowhead,3,no,no,1,1,284,382,
gpt-4.1,38,17532,ED_k3,arrowhead,3,yes,yes,1,1,275,678,
gpt-4.1,43,25686,PROSE,confounding,1,yes,yes,1,1,140,201,
gpt-4.1,43,25686,RAW,confounding,1,yes,yes,1,1,114,186,
gpt-4.1,43,25686,ORACLE,confounding,1,yes,yes,1,1,155,194,
gpt-4.1,43,25686,DR_k1,confounding,1,yes,yes,1,1,155,209,
gpt-4.1,39,9086,FE_k1,arrowhead,3,no,no,1,1,288,387,
gpt-4.1,43,25686,DR_k3,confounding,1,yes,yes,1,1,153,211,
gpt-4.1,40,10276,ED_k3,arrowhead,3,no,no,1,1,144,127,
gpt-4.1,43,25686,ED_k2,confounding,1,yes,yes,1,1,140,215,
gpt-4.1,40,10276,ED_k1,arrowhead,3,no,no,1,1,156,290,
gpt-4.1,44,23549,PROSE,confounding,1,no,no,1,1,127,251,
gpt-4.1,44,23549,RAW,confounding,1,no,no,1,1,103,226,
gpt-4.1,44,23549,ORACLE,confounding,1,no,no,1,1,142,251,
gpt-4.1,41,14776,DR_k1,arrowhead,3,no,no,1,1,298,195,
gpt-4.1,40,10276,DR_k1,arrowhead,3,no,no,1,1,158,324,
gpt-4.1,44,23549,DR_k3,confounding,1,no,no,1,1,144,229,
gpt-4.1,41,14776,DR_k3,arrowhead,3,no,no,1,1,300,254,
gpt-4.1,41,14776,ED_k1,arrowhead,3,no,no,1,1,296,220,
gpt-4.1,42,3775,DR_k1,confounding,1,no,no,1,1,136,207,
gpt-4.1,45,14162,PROSE,confounding,1,yes,yes,1,1,125,214,
gpt-4.1,45,14162,RAW,confounding,1,yes,yes,1,1,103,205,
gpt-4.1,42,3775,ED_k3,confounding,1,no,no,1,1,115,214,
gpt-4.1,45,14162,ORACLE,confounding,1,yes,yes,1,1,141,214,
gpt-4.1,45,14162,DR_k2,confounding,1,yes,yes,1,1,142,209,
gpt-4.1,45,14162,DR_k3,confounding,1,yes,yes,1,1,141,218,
gpt-4.1,40,10276,FE_k1,arrowhead,3,no,no,1,1,160,252,
gpt-4.1,41,14776,FE_k1,arrowhead,3,no,no,1,1,302,220,
gpt-4.1,42,3775,ED_k2,confounding,1,no,no,1,1,123,195,
gpt-4.1,46,3981,PROSE,confounding,1,no,no,1,1,132,244,
gpt-4.1,46,3981,RAW,confounding,1,no,no,1,1,111,257,
gpt-4.1,46,3981,ORACLE,confounding,1,no,no,1,1,147,325,
gpt-4.1,41,14776,ED_k2,arrowhead,3,no,no,1,1,286,265,
gpt-4.1,46,3981,DR_k2,confounding,1,no,no,1,1,149,273,
gpt-4.1,46,3981,DR_k3,confounding,1,no,no,1,1,149,301,
gpt-4.1,43,25686,ED_k1,confounding,1,yes,yes,1,1,144,195,
gpt-4.1,43,25686,DR_k2,confounding,1,yes,yes,1,1,154,195,
gpt-4.1,43,25686,ED_k3,confounding,1,yes,yes,1,1,129,208,
gpt-4.1,47,14201,PROSE,confounding,1,no,yes,0,1,127,211,
gpt-4.1,47,14201,RAW,confounding,1,no,yes,0,1,105,213,
gpt-4.1,47,14201,ORACLE,confounding,1,no,yes,0,1,143,156,
gpt-4.1,44,23549,DR_k2,confounding,1,no,no,1,1,144,231,
gpt-4.1,41,14776,ED_k3,arrowhead,3,no,no,1,1,285,405,
gpt-4.1,47,14201,DR_k3,confounding,1,no,yes,0,1,143,234,
gpt-4.1,45,14162,DR_k1,confounding,1,yes,yes,1,1,141,209,
gpt-4.1,44,23549,ED_k2,confounding,1,no,no,1,1,129,230,
gpt-4.1,44,23549,ED_k3,confounding,1,no,no,1,1,118,191,
gpt-4.1,48,20887,PROSE,confounding,1,no,no,1,1,144,198,
gpt-4.1,48,20887,RAW,confounding,1,no,no,1,1,117,186,
gpt-4.1,48,20887,ORACLE,confounding,1,no,no,1,1,159,219,
gpt-4.1,44,23549,ED_k1,confounding,1,no,no,1,1,132,210,
gpt-4.1,44,23549,DR_k1,confounding,1,no,no,1,1,143,214,
gpt-4.1,45,14162,ED_k3,confounding,1,yes,yes,1,1,118,210,
gpt-4.1,48,20887,DR_k3,confounding,1,no,no,1,1,158,264,
gpt-4.1,48,20887,DR_k2,confounding,1,no,no,1,1,158,233,
gpt-4.1,42,3775,ED_k1,confounding,1,no,no,1,1,128,249,
gpt-4.1,49,18964,PROSE,confounding,2,no,no,1,1,182,332,
gpt-4.1,49,18964,RAW,confounding,2,no,no,1,1,156,375,
gpt-4.1,49,18964,ORACLE,confounding,2,no,no,1,1,197,299,
gpt-4.1,49,18964,DR_k1,confounding,2,no,no,1,1,196,495,
gpt-4.1,49,18964,DR_k2,confounding,2,no,no,1,1,200,182,
gpt-4.1,49,18964,DR_k3,confounding,2,no,no,1,1,199,288,
gpt-4.1,49,18964,ED_k1,confounding,2,no,no,1,1,192,177,
gpt-4.1,46,3981,ED_k1,confounding,1,no,no,1,1,145,249,
gpt-4.1,46,3981,DR_k1,confounding,1,no,no,1,1,149,258,
gpt-4.1,50,8546,PROSE,confounding,2,no,no,1,1,133,3,
gpt-4.1,50,8546,RAW,confounding,2,no,no,1,1,113,3,
gpt-4.1,50,8546,ORACLE,confounding,2,no,no,1,1,149,58,
gpt-4.1,50,8546,DR_k1,confounding,2,no,no,1,1,149,128,
gpt-4.1,46,3981,ED_k3,confounding,1,no,no,1,1,126,198,
gpt-4.1,50,8546,DR_k3,confounding,2,no,yes,0,1,150,179,
gpt-4.1,47,14201,DR_k1,confounding,1,no,yes,0,1,145,237,
gpt-4.1,45,14162,ED_k2,confounding,1,yes,yes,1,1,130,239,
gpt-4.1,45,14162,ED_k1,confounding,1,yes,yes,1,1,139,211,
gpt-4.1,51,13925,PROSE,confounding,2,no,no,1,1,176,472,
gpt-4.1,51,13925,RAW,confounding,2,no,no,1,1,154,494,
gpt-4.1,51,13925,ORACLE,confounding,2,no,no,1,1,191,184,
gpt-4.1,47,14201,DR_k2,confounding,1,no,yes,0,1,144,233,
gpt-4.1,51,13925,DR_k2,confounding,2,no,no,1,1,191,249,
gpt-4.1,51,13925,DR_k3,confounding,2,no,no,1,1,191,293,
gpt-4.1,47,14201,ED_k2,confounding,1,no,yes,0,1,132,252,
gpt-4.1,50,8546,ED_k3,confounding,2,no,,0,0,128,13,
gpt-4.1,47,14201,ED_k1,confounding,1,no,yes,0,1,134,229,
gpt-4.1,46,3981,ED_k2,confounding,1,no,no,1,1,136,196,
gpt-4.1,48,20887,ED_k1,confounding,1,no,no,1,1,155,203,
gpt-4.1,52,8717,PROSE,confounding,2,no,no,1,1,191,437,
gpt-4.1,52,8717,RAW,confounding,2,no,no,1,1,170,263,
gpt-4.1,52,8717,DR_k1,confounding,2,no,no,1,1,208,418,
gpt-4.1,52,8717,ORACLE,confounding,2,no,no,1,1,206,475,
gpt-4.1,52,8717,DR_k2,confounding,2,no,no,1,1,207,473,
gpt-4.1,52,8717,DR_k3,confounding,2,no,no,1,1,208,535,
gpt-4.1,48,20887,ED_k3,confounding,1,no,no,1,1,132,221,
gpt-4.1,50,8546,DR_k2,confounding,2,no,yes,0,1,150,116,
gpt-4.1,53,14295,PROSE,confounding,2,no,no,1,1,193,582,
gpt-4.1,53,14295,RAW,confounding,2,no,no,1,1,170,457,
gpt-4.1,53,14295,ORACLE,confounding,2,no,no,1,1,208,557,
gpt-4.1,53,14295,DR_k1,confounding,2,no,no,1,1,210,700,
gpt-4.1,53,14295,DR_k3,confounding,2,no,no,1,1,211,304,
gpt-4.1,47,14201,ED_k3,confounding,1,no,yes,0,1,120,228,
gpt-4.1,50,8546,ED_k2,confounding,2,no,no,1,1,139,73,
gpt-4.1,48,20887,ED_k2,confounding,1,no,no,1,1,143,218,
gpt-4.1,54,3551,PROSE,confounding,2,yes,yes,1,1,165,370,
gpt-4.1,54,3551,RAW,confounding,2,yes,yes,1,1,147,73,
gpt-4.1,54,3551,ORACLE,confounding,2,yes,yes,1,1,180,545,
gpt-4.1,49,18964,ED_k2,confounding,2,no,no,1,1,182,217,
gpt-4.1,54,3551,DR_k2,confounding,2,yes,no,0,1,180,207,
gpt-4.1,54,3551,DR_k3,confounding,2,yes,no,0,1,180,137,
gpt-4.1,50,8546,ED_k1,confounding,2,no,no,1,1,147,152,
gpt-4.1,51,13925,ED_k2,confounding,2,no,no,1,1,177,178,
gpt-4.1,48,20887,DR_k1,confounding,1,no,no,1,1,159,225,
gpt-4.1,55,26112,PROSE,confounding,2,yes,yes,1,1,145,124,
gpt-4.1,55,26112,RAW,confounding,2,yes,yes,1,1,122,3,
gpt-4.1,55,26112,ORACLE,confounding,2,yes,yes,1,1,161,188,
gpt-4.1,55,26112,DR_k1,confounding,2,yes,no,0,1,161,218,
gpt-4.1,51,13925,ED_k3,confounding,2,no,no,1,1,169,290,
gpt-4.1,49,18964,ED_k3,confounding,2,no,no,1,1,171,422,
gpt-4.1,55,26112,DR_k3,confounding,2,yes,no,0,1,161,384,
gpt-4.1,51,13925,ED_k1,confounding,2,no,no,1,1,189,380,
gpt-4.1,52,8717,ED_k3,confounding,2,no,no,1,1,185,309,
gpt-4.1,56,18846,PROSE,confounding,3,yes,yes,1,1,200,183,
gpt-4.1,56,18846,RAW,confounding,3,yes,yes,1,1,178,667,
gpt-4.1,56,18846,ORACLE,confounding,3,yes,,0,0,215,700,
gpt-4.1,54,3551,ED_k1,confounding,2,yes,yes,1,1,178,259,
gpt-4.1,55,26112,ED_k1,confounding,2,yes,yes,1,1,151,89,
gpt-4.1,56,18846,DR_k2,confounding,3,yes,yes,1,1,214,561,
gpt-4.1,56,18846,DR_k3,confounding,3,yes,no,0,1,214,397,
gpt-4.1,52,8717,ED_k1,confounding,2,no,no,1,1,204,378,
gpt-4.1,53,14295,ED_k1,confounding,2,no,no,1,1,198,364,
gpt-4.1,57,29894,PROSE,confounding,3,no,no,1,1,121,230,
gpt-4.1,57,29894,RAW,confounding,3,no,no,1,1,98,177,
gpt-4.1,57,29894,ORACLE,confounding,3,no,no,1,1,137,291,
gpt-4.1,57,29894,DR_k1,confounding,3,no,no,1,1,137,278,
gpt-4.1,57,29894,DR_k2,confounding,3,no,no,1,1,137,273,
gpt-4.1,57,29894,DR_k3,confounding,3,no,no,1,1,137,320,
gpt-4.1,53,14295,ED_k2,confounding,2,no,no,1,1,195,403,
gpt-4.1,55,26112,DR_k2,confounding,2,yes,no,0,1,161,162,
gpt-4.1,55,26112,ED_k2,confounding,2,yes,no,0,1,147,94,
gpt-4.1,54,3551,DR_k1,confounding,2,yes,yes,1,1,180,483,
gpt-4.1,58,20513,PROSE,confounding,3,no,no,1,1,118,194,
gpt-4.1,58,20513,RAW,confounding,3,no,no,1,1,98,170,
gpt-4.1,58,20513,ORACLE,confounding,3,no,no,1,1,133,192,
gpt-4.1,58,20513,DR_k1,confounding,3,no,no,1,1,132,365,
gpt-4.1,58,20513,DR_k3,confounding,3,no,no,1,1,134,308,
gpt-4.1,54,3551,ED_k3,confounding,2,yes,yes,1,1,162,428,
gpt-4.1,55,26112,ED_k3,confounding,2,yes,no,0,1,137,210,
gpt-4.1,57,29894,ED_k1,confounding,3,no,no,1,1,134,176,
gpt-4.1,56,18846,ED_k1,confounding,3,yes,yes,1,1,212,364,
gpt-4.1,52,8717,ED_k2,confounding,2,no,no,1,1,195,700,
gpt-4.1,59,29750,RAW,confounding,3,yes,yes,1,1,101,148,
gpt-4.1,59,29750,PROSE,confounding,3,yes,yes,1,1,127,233,
gpt-4.1,59,29750,ORACLE,confounding,3,yes,yes,1,1,142,215,
gpt-4.1,59,29750,DR_k3,confounding,3,yes,yes,1,1,140,283,
gpt-4.1,54,3551,ED_k2,confounding,2,yes,yes,1,1,170,481,
gpt-4.1,53,14295,DR_k2,confounding,2,no,no,1,1,212,474,
gpt-4.1,58,20513,ED_k2,confounding,3,no,no,1,1,121,135,
gpt-4.1,60,10087,PROSE,confounding,3,no,no,1,1,114,266,
gpt-4.1,60,10087,RAW,confounding,3,no,no,1,1,96,217,
gpt-4.1,60,10087,ORACLE,confounding,3,no,no,1,1,129,238,
gpt-4.1,60,10087,DR_k1,confounding,3,no,no,1,1,129,235,
gpt-4.1,60,10087,DR_k2,confounding,3,no,no,1,1,129,322,
gpt-4.1,60,10087,DR_k3,confounding,3,no,no,1,1,129,308,
gpt-4.1,53,14295,ED_k3,confounding,2,no,no,1,1,185,319,
gpt-4.1,58,20513,ED_k1,confounding,3,no,no,1,1,131,218,
gpt-4.1,56,18846,ED_k2,confounding,3,yes,yes,1,1,202,525,
gpt-4.1,57,29894,ED_k2,confounding,3,no,no,1,1,124,227,
gpt-4.1,61,20539,PROSE,confounding,3,no,no,1,1,123,178,
gpt-4.1,61,20539,RAW,confounding,3,no,no,1,1,101,191,
gpt-4.1,61,20539,ORACLE,confounding,3,no,no,1,1,139,305,
gpt-4.1,61,20539,DR_k1,confounding,3,no,no,1,1,141,217,
gpt-4.1,61,20539,DR_k3,confounding,3,no,no,1,1,139,325,
gpt-4.1,58,20513,ED_k3,confounding,3,no,no,1,1,113,152,
gpt-4.1,56,18846,ED_k3,confounding,3,yes,yes,1,1,193,593,
gpt-4.1,57,29894,ED_k3,confounding,3,no,no,1,1,113,233,
gpt-4.1,62,20528,PROSE,confounding,3,no,no,1,1,124,138,
gpt-4.1,62,20528,RAW,confounding,3,no,no,1,1,102,123,
gpt-4.1,62,20528,ORACLE,confounding,3,no,no,1,1,140,187,
gpt-4.1,62,20528,DR_k1,confounding,3,no,no,1,1,140,155,
gpt-4.1,62,20528,DR_k2,confounding,3,no,no,1,1,141,235,
gpt-4.1,62,20528,DR_k3,confounding,3,no,no,1,1,140,201,
gpt-4.1,58,20513,DR_k2,confounding,3,no,yes,0,1,133,353,
gpt-4.1,56,18846,DR_k1,confounding,3,yes,,0,0,214,700,
gpt-4.1,59,29750,ED_k1,confounding,3,yes,yes,1,1,139,238,
gpt-4.1,63,1284,PROSE,diamond,1,no,no,1,1,142,249,
gpt-4.1,63,1284,RAW,diamond,1,no,no,1,1,103,236,
gpt-4.1,63,1284,ORACLE,diamond,1,no,no,1,1,157,244,
gpt-4.1,59,29750,DR_k1,confounding,3,yes,yes,1,1,142,238,
gpt-4.1,59,29750,DR_k2,confounding,3,yes,yes,1,1,141,209,
gpt-4.1,59,29750,ED_k3,confounding,3,yes,yes,1,1,116,204,
gpt-4.1,60,10087,ED_k1,confounding,3,no,no,1,1,127,246,
gpt-4.1,60,10087,ED_k2,confounding,3,no,no,1,1,119,264,
gpt-4.1,51,13925,DR_k1,confounding,2,no,no,1,1,191,359,
gpt-4.1,61,20539,ED_k3,confounding,3,no,no,1,1,116,173,
gpt-4.1,61,20539,ED_k1,confounding,3,no,no,1,1,136,268,
gpt-4.1,64,1248,PROSE,diamond,1,yes,yes,1,1,142,154,
gpt-4.1,64,1248,RAW,diamond,1,yes,yes,1,1,103,206,
gpt-4.1,64,1248,ORACLE,diamond,1,yes,yes,1,1,157,305,
gpt-4.1,62,20528,ED_k3,confounding,3,no,no,1,1,117,126,
gpt-4.1,62,20528,ED_k1,confounding,3,no,no,1,1,137,116,
gpt-4.1,61,20539,ED_k2,confounding,3,no,no,1,1,127,226,
gpt-4.1,62,20528,ED_k2,confounding,3,no,no,1,1,126,170,
gpt-4.1,60,10087,ED_k3,confounding,3,no,no,1,1,111,336,
gpt-4.1,63,1284,DR_k3,diamond,1,no,no,1,1,156,303,
gpt-4.1,63,1284,DR_k1,diamond,1,no,no,1,1,156,268,
gpt-4.1,59,29750,ED_k2,confounding,3,yes,yes,1,1,127,246,
gpt-4.1,63,1284,ED_k2,diamond,1,no,no,1,1,142,306,
gpt-4.1,65,423,PROSE,diamond,1,no,no,1,1,163,306,
gpt-4.1,65,423,RAW,diamond,1,no,no,1,1,132,270,
gpt-4.1,65,423,ORACLE,diamond,1,no,no,1,1,178,251,
gpt-4.1,63,1284,DR_k2,diamond,1,no,no,1,1,148,313,
gpt-4.1,63,1284,ED_k1,diamond,1,no,no,1,1,154,237,
gpt-4.1,64,1248,DR_k3,diamond,1,yes,yes,1,1,156,212,
gpt-4.1,64,1248,DR_k1,diamond,1,yes,yes,1,1,157,249,
gpt-4.1,63,1284,ED_k3,diamond,1,no,no,1,1,129,285,
gpt-4.1,64,1248,ED_k1,diamond,1,yes,yes,1,1,153,269,
gpt-4.1,63,1284,FE_k1,diamond,1,no,no,1,1,161,302,
gpt-4.1,66,22431,PROSE,diamond,1,yes,yes,1,1,152,166,
gpt-4.1,66,22431,RAW,diamond,1,yes,yes,1,1,114,169,
gpt-4.1,66,22431,ORACLE,diamond,1,yes,yes,1,1,167,210,
gpt-4.1,64,1248,FE_k2,diamond,1,yes,yes,1,1,164,221,
gpt-4.1,63,1284,FE_k2,diamond,1,no,no,1,1,165,326,
gpt-4.1,66,22431,DR_k3,diamond,1,yes,yes,1,1,165,187,
gpt-4.1,65,423,DR_k1,diamond,1,no,no,1,1,180,239,
gpt-4.1,64,1248,ED_k2,diamond,1,yes,yes,1,1,142,256,
gpt-4.1,64,1248,ED_k3,diamond,1,yes,yes,1,1,130,308,
gpt-4.1,64,1248,FE_k1,diamond,1,yes,yes,1,1,161,238,
gpt-4.1,65,423,DR_k2,diamond,1,no,no,1,1,180,247,
gpt-4.1,61,20539,DR_k2,confounding,3,no,no,1,1,140,262,
gpt-4.1,67,638,PROSE,diamond,1,no,no,1,1,130,319,
gpt-4.1,67,638,RAW,diamond,1,no,no,1,1,102,217,
gpt-4.1,67,638,ORACLE,diamond,1,no,no,1,1,145,287,
gpt-4.1,65,423,DR_k3,diamond,1,no,no,1,1,180,321,
gpt-4.1,66,22431,DR_k1,diamond,1,yes,yes,1,1,167,207,
gpt-4.1,65,423,ED_k3,diamond,1,no,no,1,1,156,248,
gpt-4.1,65,423,FE_k1,diamond,1,no,no,1,1,181,268,
gpt-4.1,66,22431,ED_k1,diamond,1,yes,yes,1,1,155,223,
gpt-4.1,65,423,FE_k2,diamond,1,no,no,1,1,183,299,
gpt-4.1,65,423,ED_k1,diamond,1,no,no,1,1,169,261,
gpt-4.1,68,24644,PROSE,diamond,1,no,no,1,1,141,243,
gpt-4.1,68,24644,RAW,diamond,1,no,no,1,1,107,205,
gpt-4.1,68,24644,ORACLE,diamond,1,no,no,1,1,156,216,
gpt-4.1,64,1248,DR_k2,diamond,1,yes,yes,1,1,157,232,
gpt-4.1,66,22431,ED_k2,diamond,1,yes,yes,1,1,152,211,
gpt-4.1,66,22431,FE_k1,diamond,1,yes,yes,1,1,170,243,
gpt-4.1,66,22431,DR_k2,diamond,1,yes,yes,1,1,167,214,
gpt-4.1,66,22431,ED_k3,diamond,1,yes,yes,1,1,141,205,
gpt-4.1,65,423,ED_k2,diamond,1,no,no,1,1,165,298,
gpt-4.1,67,638,DR_k2,diamond,1,no,no,1,1,145,195,
gpt-4.1,67,638,DR_k1,diamond,1,no,no,1,1,145,261,
gpt-4.1,69,15607,PROSE,diamond,1,no,no,1,1,145,225,
gpt-4.1,69,15607,RAW,diamond,1,no,no,1,1,113,266,
gpt-4.1,69,15607,ORACLE,diamond,1,no,no,1,1,160,260,
gpt-4.1,69,15607,DR_k1,diamond,1,no,no,1,1,161,260,
gpt-4.1,67,638,ED_k1,diamond,1,no,no,1,1,137,271,
gpt-4.1,69,15607,DR_k3,diamond,1,no,no,1,1,163,257,
gpt-4.1,67,638,FE_k1,diamond,1,no,no,1,1,147,229,
gpt-4.1,67,638,ED_k2,diamond,1,no,no,1,1,135,277,
gpt-4.1,67,638,DR_k3,diamond,1,no,no,1,1,143,348,
gpt-4.1,68,24644,DR_k2,diamond,1,no,no,1,1,158,205,
gpt-4.1,68,24644,DR_k1,diamond,1,no,no,1,1,157,203,
gpt-4.1,70,28118,PROSE,diamond,2,yes,yes,1,1,135,98,
gpt-4.1,70,28118,RAW,diamond,2,yes,yes,1,1,99,3,
gpt-4.1,70,28118,ORACLE,diamond,2,yes,yes,1,1,150,317,
gpt-4.1,68,24644,ED_k1,diamond,1,no,no,1,1,153,207,
gpt-4.1,67,638,FE_k2,diamond,1,no,no,1,1,149,279,
gpt-4.1,67,638,ED_k3,diamond,1,no,no,1,1,125,247,
gpt-4.1,68,24644,FE_k2,diamond,1,no,no,1,1,162,206,
gpt-4.1,68,24644,FE_k1,diamond,1,no,no,1,1,159,208,
gpt-4.1,68,24644,ED_k2,diamond,1,no,no,1,1,143,232,
gpt-4.1,69,15607,DR_k2,diamond,1,no,no,1,1,155,259,
gpt-4.1,68,24644,DR_k3,diamond,1,no,no,1,1,158,203,
gpt-4.1,71,6028,PROSE,diamond,2,yes,yes,1,1,157,3,
gpt-4.1,71,6028,RAW,diamond,2,yes,no,0,1,118,3,
gpt-4.1,71,6028,ORACLE,diamond,2,yes,yes,1,1,172,178,
gpt-4.1,68,24644,ED_k3,diamond,1,no,no,1,1,132,229,
gpt-4.1,71,6028,DR_k2,diamond,2,yes,yes,1,1,170,139,
gpt-4.1,66,22431,FE_k2,diamond,1,yes,yes,1,1,175,207,
gpt-4.1,69,15607,ED_k1,diamond,1,no,no,1,1,151,257,
gpt-4.1,69,15607,FE_k1,diamond,1,no,no,1,1,162,258,
gpt-4.1,69,15607,ED_k3,diamond,1,no,no,1,1,137,278,
gpt-4.1,69,15607,FE_k2,diamond,1,no,no,1,1,165,261,
gpt-4.1,70,28118,DR_k1,diamond,2,yes,no,0,1,149,266,
gpt-4.1,72,5408,PROSE,diamond,2,yes,no,0,1,139,3,
gpt-4.1,72,5408,RAW,diamond,2,yes,no,0,1,111,3,
gpt-4.1,72,5408,ORACLE,diamond,2,yes,yes,1,1,154,161,
gpt-4.1,70,28118,DR_k2,diamond,2,yes,no,0,1,149,247,
gpt-4.1,70,28118,DR_k3,diamond,2,yes,no,0,1,150,259,
gpt-4.1,70,28118,ED_k1,diamond,2,yes,yes,1,1,147,193,
gpt-4.1,70,28118,FE_k1,diamond,2,yes,yes,1,1,153,211,
gpt-4.1,70,28118,ED_k2,diamond,2,yes,no,0,1,135,163,
gpt-4.1,71,6028,ED_k3,diamond,2,yes,yes,1,1,145,130,
gpt-4.1,69,15607,ED_k2,diamond,1,no,no,1,1,148,261,
gpt-4.1,70,28118,ED_k3,diamond,2,yes,no,0,1,125,164,
gpt-4.1,73,5264,PROSE,diamond,2,yes,yes,1,1,145,163,
gpt-4.1,73,5264,RAW,diamond,2,yes,no,0,1,114,3,
gpt-4.1,73,5264,ORACLE,diamond,2,yes,yes,1,1,160,147,
gpt-4.1,71,6028,DR_k1,diamond,2,yes,yes,1,1,171,154,
gpt-4.1,71,6028,ED_k1,diamond,2,yes,yes,1,1,160,164,
gpt-4.1,71,6028,DR_k3,diamond,2,yes,yes,1,1,170,182,
gpt-4.1,71,6028,FE_k1,diamond,2,yes,yes,1,1,176,190,
gpt-4.1,70,28118,FE_k2,diamond,2,yes,yes,1,1,156,273,
gpt-4.1,71,6028,FE_k2,diamond,2,yes,yes,1,1,179,207,
gpt-4.1,72,5408,DR_k1,diamond,2,yes,yes,1,1,152,148,
gpt-4.1,72,5408,FE_k1,diamond,2,yes,yes,1,1,156,148,
gpt-4.1,74,26357,PROSE,diamond,2,yes,no,0,1,149,3,
gpt-4.1,74,26357,RAW,diamond,2,yes,no,0,1,116,3,
gpt-4.1,74,26357,ORACLE,diamond,2,yes,yes,1,1,165,201,
gpt-4.1,71,6028,ED_k2,diamond,2,yes,no,0,1,157,145,
gpt-4.1,72,5408,FE_k2,diamond,2,yes,yes,1,1,158,150,
gpt-4.1,72,5408,ED_k2,diamond,2,yes,no,0,1,142,153,
gpt-4.1,72,5408,ED_k3,diamond,2,yes,no,0,1,136,107,
gpt-4.1,72,5408,DR_k2,diamond,2,yes,no,0,1,148,210,
gpt-4.1,72,5408,DR_k3,diamond,2,yes,yes,1,1,154,265,
gpt-4.1,73,5264,ED_k3,diamond,2,yes,no,0,1,139,89,
gpt-4.1,73,5264,DR_k1,diamond,2,yes,yes,1,1,162,190,
gpt-4.1,73,5264,DR_k3,diamond,2,yes,yes,1,1,162,234,
gpt-4.1,73,5264,ED_k1,diamond,2,yes,yes,1,1,151,167,
gpt-4.1,73,5264,ED_k2,diamond,2,yes,no,0,1,148,171,
gpt-4.1,75,15751,PROSE,diamond,2,no,no,1,1,125,38,
gpt-4.1,75,15751,RAW,diamond,2,no,no,1,1,97,40,
gpt-4.1,75,15751,ORACLE,diamond,2,no,no,1,1,140,97,
gpt-4.1,73,5264,DR_k2,diamond,2,yes,no,0,1,162,219,
gpt-4.1,73,5264,FE_k2,diamond,2,yes,yes,1,1,165,170,
gpt-4.1,75,15751,DR_k1,diamond,2,no,no,1,1,140,63,
gpt-4.1,73,5264,FE_k1,diamond,2,yes,yes,1,1,163,169,
gpt-4.1,74,26357,FE_k1,diamond,2,yes,yes,1,1,168,201,
gpt-4.1,76,26840,PROSE,diamond,2,yes,yes,1,1,157,237,
gpt-4.1,76,26840,RAW,diamond,2,yes,no,0,1,119,3,
gpt-4.1,76,26840,ORACLE,diamond,2,yes,yes,1,1,172,209,
gpt-4.1,76,26840,DR_k1,diamond,2,yes,no,0,1,171,344,
gpt-4.1,74,26357,DR_k3,diamond,2,yes,no,0,1,165,262,
gpt-4.1,75,15751,ED_k3,diamond,2,no,no,1,1,120,52,
gpt-4.1,74,26357,ED_k2,diamond,2,yes,yes,1,1,152,267,
gpt-4.1,74,26357,ED_k3,diamond,2,yes,no,0,1,141,74,
gpt-4.1,74,26357,DR_k1,diamond,2,yes,yes,1,1,165,230,
gpt-4.1,75,15751,ED_k2,diamond,2,no,no,1,1,128,75,
gpt-4.1,75,15751,DR_k2,diamond,2,no,no,1,1,134,66,
gpt-4.1,77,517,PROSE,diamond,3,yes,no,0,1,136,195,
gpt-4.1,77,517,RAW,diamond,3,yes,no,0,1,105,39,
gpt-4.1,77,517,ORACLE,diamond,3,yes,yes,1,1,151,222,
gpt-4.1,74,26357,DR_k2,diamond,2,yes,yes,1,1,165,483,
gpt-4.1,77,517,DR_k2,diamond,3,yes,no,0,1,153,220,
gpt-4.1,75,15751,DR_k3,diamond,2,no,no,1,1,141,142,
gpt-4.1,75,15751,ED_k1,diamond,2,no,no,1,1,132,46,
gpt-4.1,75,15751,FE_k1,diamond,2,no,no,1,1,142,77,
gpt-4.1,75,15751,FE_k2,diamond,2,no,no,1,1,144,77,
