item,story,mode,gold,n_nodes,has_data,used
838,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,True,1
839,"icux | mqrw | qeld | rztp || AC,AD,BC",FAKE,no,4,False,0
840,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,no,4,True,1
841,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",REAL,no,4,False,1
842,"crop yield | humidity | rainfall | temperature || AB,AC,AD,BC,CD",REAL,no,4,False,1
843,"apearance | employee performance | stress level | work-life balance || AB,AC,AD,BC,BD",RANDOM,yes,4,True,0
844,"bgty | qgbu | sywk || AB,BC",FAKE,yes,3,True,0
845,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",REAL,yes,4,True,1
846,"government policies | physical health | rainfull | severity of respiratory illnesses || AC,AD,BC,BD",RANDOM,no,4,False,0
847,"education level | income level | job satisfaction | quality of life || AC,AD,BC,BD,CD",REAL,yes,4,True,1
848,"ftog | jazt | kdns || AB,BC",FAKE,no,3,False,0
849,"ceho | jvqa | lgwu || AB,AC,BC",FAKE,yes,3,True,0
850,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,True,0
851,"apearance | market demand | talent || AB,AC,BC",RANDOM,yes,3,True,0
852,"education level | humidity level | physical health | temperature || AB,BC,CD",RANDOM,no,4,False,0
853,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,no,5,False,0
854,"education level | happiness level | income level | job performance || AB,AC,BD,CD",REAL,yes,4,True,1
855,"afgs | bobg | viah || AB,AC,BC",FAKE,yes,3,True,0
856,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,True,1
857,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,True,0
858,"availability of alternative routes | road construction | traffic congestion | travel time to destination || AB,AC,AD,BD,CD",REAL,no,4,False,1
859,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,no,4,False,1
860,"amount of rainfall | crop yield | weather conditions || AB,AC,BC",REAL,no,3,False,1
861,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
862,"ceho | jvqa | lgwu || AB,AC,BC",FAKE,no,3,False,0
863,"ajlk | bduo | mzbw | vlmn || AB,BC,BD,CD",FAKE,no,4,False,0
864,"cegl | jeie | mwcg || AB,AC,BC",FAKE,no,3,False,0
865,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",REAL,yes,4,True,1
866,"jkcn | ogvr | piki | zgsl || AB,AC,BC,BD",FAKE,no,4,False,0
867,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,yes,4,True,0
868,"job experience | job performance | level of education | salary || AB,AD,BC,BD,CD",REAL,no,4,False,1
869,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,False,1
870,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,yes,4,True,0
871,"job satisfaction | sales performance | talent | traffic congestion || AB,BC,BD,CD",RANDOM,yes,4,True,0
872,"izlm | qysf | rtfv | zoqj || AB,AC,BC,BD,CD",FAKE,no,4,False,0
873,"education level | humidity level | physical health | temperature || AB,BC,CD",RANDOM,yes,4,True,0
874,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",REAL,no,5,True,1
875,"amount of exercise | blood pressure | income level | quality of teaching || AB,BC,BD,CD",RANDOM,no,4,False,0
876,"sund | tavp | ujtl | wkhi || AB,AC,AD,BD,CD",FAKE,yes,4,True,0
877,"gikh | ijuv | iqkm | tfoh | tixo || AC,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
878,"amount of rainfall | crop yield | soil moisture || AB,BC",REAL,no,3,True,1
879,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
880,"income level | mental health | severity of respiratory illnesses | stress level || AC,AD,BC,BD",RANDOM,no,4,True,0
881,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,True,0
882,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",REAL,no,4,False,1
883,"amount of exercise | market demand | sales performance | wheather condition || AB,AC,AD,BD,CD",RANDOM,no,4,False,0
884,"amount of money saved | financial return on investment | investment in stocks || AB,AC,BC",REAL,no,3,False,1
885,"amount of exercise | physical health | quality of teaching | severity of respiratory illnesses || AD,BC,CD",RANDOM,no,4,False,0
886,"htlq | vldf | zzdz || AC,BC",FAKE,no,3,False,0
887,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,True,1
888,"jepz | rybe | trzg || AB,BC",FAKE,yes,3,True,0
889,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,False,0
890,"amount of exercise | apearance | talent || AB,AC",RANDOM,no,3,True,0
891,"access to educational resources | career success | child's education level | parent's income || AB,AD,BC",REAL,yes,4,True,1
892,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,no,4,True,0
893,"education level | mental health | physical health | wheather condition || AB,AD,BC,BD,CD",RANDOM,yes,4,True,0
894,"education level | mental health | physical health | wheather condition || AB,AD,BC,BD,CD",RANDOM,no,4,True,0
895,"employee performance | income level | sales performance || AC,BC",RANDOM,no,3,False,0
896,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",REAL,yes,4,True,1
897,"utwx | ynsj | yuif || AB,AC",FAKE,no,3,True,0
898,"bftz | iemr | mcjs | ppux || AC,AD,BC,CD",FAKE,no,4,True,0
899,"apearance | traffic congestion | wheather condition || AB,BC",RANDOM,no,3,False,0
900,"ftog | jazt | kdns || AB,BC",FAKE,yes,3,True,0
901,"apearance | education level | humidity level | temperature || AB,BC,CD",RANDOM,yes,4,True,0
902,"amkb | gpou | qhib || AC,BC",FAKE,yes,3,True,0
903,"market demand | severity of respiratory illnesses | talent | temperature || AB,AD,BC,BD,CD",RANDOM,yes,4,True,0
904,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,yes,5,True,0
905,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,False,1
906,"overall health condition | physical fitness level | time spent exercising || AB,AC",REAL,yes,3,True,1
907,"enck | mktt | oroo | tlxp || AB,AC,AD,BC",FAKE,no,4,True,0
908,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,no,4,False,1
909,"amount of exercise | job satisfaction | quality of teaching | stress level | wheather condition || AB,AD,BC,BE,CD,CE,DE",RANDOM,no,5,False,0
910,"customer satisfaction | product quality | revenue | sales || AC,BC,CD",REAL,no,4,True,1
911,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
912,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",REAL,no,3,False,1
913,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",REAL,no,4,True,1
914,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",REAL,no,4,False,1
915,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,no,4,False,0
916,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,yes,4,True,0
917,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",REAL,no,3,True,1
918,"apearance | rainfull | temperature | traffic congestion || AB,AD,BC",RANDOM,no,4,False,0
919,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,True,0
920,"htwb | jcwu | qguu | resg || AD,BD,CD",FAKE,no,4,False,0
921,"apearance | market demand | talent || AB,AC,BC",RANDOM,no,3,True,0
922,"amount of rainfall | growth rate of plants | water level in a nearby river || AB,AC",REAL,no,3,True,1
923,"dtdq | lkll | owxw | wmll || AB,AD,BC,CD",FAKE,yes,4,True,0
924,"grade in the class | number of hours spent studying | test score || AB,AC,BC",REAL,no,3,False,1
925,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",REAL,no,3,False,1
926,"muin | tdsh | vgim || AB,AC",FAKE,no,3,False,0
927,"education level | income level | traffic congestion | work-life balance || AD,BD,CD",RANDOM,yes,4,True,0
928,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,no,4,False,1
929,"jiur | vplt | vxmf || AB,AC,BC",FAKE,no,3,False,0
930,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,no,5,False,0
931,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",REAL,no,5,True,1
932,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,no,5,False,0
933,"bmbl | hwix | jpjg | lqdm || AC,AD,BC,BD,CD",FAKE,no,4,False,0
934,"icux | mqrw | qeld | rztp || AC,AD,BC",FAKE,no,4,True,0
935,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",REAL,no,4,False,1
936,"education level | mental health | rainfull || AB,BC",RANDOM,no,3,True,0
937,"air pressure | quality of teaching | sales performance | work-life balance || AB,AC,BD,CD",RANDOM,no,4,True,0
938,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",REAL,yes,3,True,1
939,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,no,4,False,0
940,"eqln | jlbp | mwdq | watl || AB,AC,AD,BC,BD,CD",FAKE,no,4,False,0
941,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",REAL,no,5,True,1
942,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,True,1
943,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
944,"amount of exercise | income level | job satisfaction || AC,BC",RANDOM,no,3,False,0
945,"blood pressure | stress level | temperature | work-life balance || AB,AC,BC,BD,CD",RANDOM,yes,4,True,0
946,"humidity | temperature | weather conditions || AB,AC",REAL,no,3,False,1
947,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,yes,5,True,0
948,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",REAL,no,4,True,1
949,"amount of exercise | apearance | work-life balance || AB,AC,BC",RANDOM,no,3,True,0
950,"employee performance | income level | market demand || AB,BC",RANDOM,yes,3,True,0
951,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,no,5,False,0
952,"air pressure | quality of teaching | sales performance | work-life balance || AB,AC,BD,CD",RANDOM,no,4,False,0
953,"the final grade of the student | whether a student studies for an exam | whether the student is well-prepared | whether the student performs well on the exam | whether the student understands the material || AB,AC,AD,BC,BD,BE,CD,DE",REAL,no,5,False,1
954,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,no,5,False,0
955,"nvcm | sxxy | zavj || AB,BC",FAKE,no,3,False,0
956,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",REAL,no,4,True,1
957,"amount of exercise | blood pressure | income level | quality of teaching || AB,BC,BD,CD",RANDOM,yes,4,True,0
958,"air pressure | rainfull | severity of respiratory illnesses | stress level || AC,BC,CD",RANDOM,yes,4,True,0
959,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
960,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,yes,4,True,1
961,"aswt | tbxn | tlwo || AB,AC,BC",FAKE,no,3,False,0
962,"job performance | job satisfaction | level of education | salary || AB,BC,BD,CD",REAL,no,4,True,1
963,"oerx | tlqy | xtse | zqrx || AB,AC,BC,BD,CD",FAKE,no,4,False,0
964,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,False,0
965,"apearance | government policies | traffic congestion | work-life balance || AB,AC,AD,BC,BD",RANDOM,yes,4,True,0
966,"htwb | jcwu | qguu | resg || AD,BD,CD",FAKE,no,4,False,0
967,"ceho | jvqa | lgwu || AB,AC,BC",FAKE,no,3,False,0
968,"air pressure | sales performance | stress level || AB,BC",RANDOM,no,3,False,0
969,"apearance | education level | humidity level | temperature || AB,BC,CD",RANDOM,yes,4,True,0
970,"bkyd | enae | rzgq || AC,BC",FAKE,yes,3,True,0
971,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",REAL,no,4,True,1
972,"abcp | bdan | xuoo || AB,BC",FAKE,no,3,False,0
973,"education level | income level | job satisfaction | work-life balance || AC,AD,BC",RANDOM,no,4,False,0
974,"air pressure | apearance | education level || AB,BC",RANDOM,no,3,False,0
975,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",REAL,no,5,True,1
976,"amount of exercise | market demand | sales performance | wheather condition || AB,AC,AD,BD,CD",RANDOM,no,4,False,0
977,"the exam score | the number of hours spent sleeping the night before the exam | the number of hours spent studying for an exam || AC,BC",REAL,no,3,True,1
978,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,no,5,False,0
979,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",REAL,no,3,False,1
980,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",REAL,no,4,True,1
981,"amount of exercise | apearance | employee performance | market demand || AB,AD,BC,CD",RANDOM,no,4,False,0
982,"humidity | temperature | weather conditions || AB,AC",REAL,no,3,True,1
983,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,yes,5,True,0
984,"blood pressure | education level | government policies | rainfull | sales performance || AC,AE,BC,BD,CD,CE,DE",RANDOM,no,5,True,0
985,"nvcm | sxxy | zavj || AB,BC",FAKE,no,3,True,0
986,"amount of exercise | apearance | work-life balance || AB,AC,BC",RANDOM,no,3,False,0
987,"air pressure | humidity level | sales performance | work-life balance || AC,AD,BC,CD",RANDOM,no,4,True,0
988,"axai | ldok | mjlh | pntb || AC,AD,BC,BD",FAKE,no,4,False,0
989,"muin | tdsh | vgim || AB,AC",FAKE,no,3,True,0
990,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",REAL,no,4,False,1
991,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,False,1
992,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,no,4,False,0
993,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",REAL,no,4,False,1
994,"eqln | jlbp | mwdq | watl || AB,AC,AD,BC,BD,CD",FAKE,yes,4,True,0
995,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",REAL,no,3,False,1
996,"nivi | ofmf | yeuc | yopl || AB,AD,BC,BD,CD",FAKE,no,4,False,0
997,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,yes,5,True,0
998,"bjtk | clwv | dmfl | tvkj || AB,BC,CD",FAKE,yes,4,True,0
999,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",REAL,no,4,False,1
1000,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",REAL,no,5,False,1
1001,"job satisfaction | rainfull | stress level | traffic congestion || AB,AC,AD",RANDOM,no,4,False,0
1002,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",REAL,yes,4,True,1
1003,"air pressure | rainfull | severity of respiratory illnesses | stress level || AC,BC,CD",RANDOM,no,4,True,0
1004,"gdan | mwnd | vbdd || AB,AC,BC",FAKE,no,3,False,0
1005,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,no,5,True,1
1006,"amount of exercise | humidity level | quality of teaching | temperature || AB,AC,BC,BD",RANDOM,no,4,True,0
1007,"ncyl | uooz | vxek | xprn || AB,AC,BC,BD",FAKE,no,4,False,0
1008,"income level | mental health | severity of respiratory illnesses | stress level || AC,AD,BC,BD",RANDOM,no,4,False,0
1009,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,yes,4,True,1
1010,"enck | mktt | oroo | tlxp || AB,AC,AD,BC",FAKE,no,4,False,0
1011,"alor | dzww | geer | tnkc || AD,BC,CD",FAKE,no,4,False,0
1012,"iykj | nptw | sgnl | tmex || AB,AD,BC,CD",FAKE,no,4,False,0
1013,"ncyl | uooz | vxek | xprn || AB,AC,BC,BD",FAKE,no,4,False,0
1014,"dliz | iipq | kyfi | uoni || AD,BC,CD",FAKE,no,4,True,0
1015,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
1016,"kbta | rebc | vtrq | ylaa || AB,AD,BC,BD,CD",FAKE,no,4,True,0
1017,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",REAL,no,4,True,1
1018,"amount of exercise | humidity level | quality of teaching | temperature || AB,AC,BC,BD",RANDOM,no,4,True,0
1019,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,yes,5,True,0
1020,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,no,4,False,0
1021,"whether a person gets a good grade in the course | whether a person passes the exam | whether a person studies for an exam || AB,AC,BC",REAL,no,3,False,1
1022,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",REAL,no,4,False,1
1023,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,True,0
1024,"apearance | income level | market demand || AB,AC",RANDOM,yes,3,True,0
1025,"amdi | qlhq | wvif || AB,AC",FAKE,no,3,False,0
1026,"air pressure | quality of teaching | sales performance | work-life balance || AB,AC,BD,CD",RANDOM,no,4,False,0
1027,"amkb | gpou | qhib || AC,BC",FAKE,no,3,False,0
1028,"cjna | molo | uqxi || AB,AC",FAKE,no,3,False,0
1029,"the grade obtained on the exam | whether a student studies for an exam or not | whether the student passes the course or not || AB,BC",REAL,no,3,False,1
1030,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,no,4,False,0
1031,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,no,4,False,0
1032,"frgy | qwss | tcfq || AB,AC,BC",FAKE,no,3,False,0
1033,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",REAL,no,3,False,1
1034,"first-born child | parent | second-born child | third-born child || AB,AC,AD,BC,BD",REAL,no,4,False,1
1035,"income level | job satisfaction | level of education | overall happiness || AB,AC,BC,CD",REAL,yes,4,True,1
1036,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1037,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,yes,5,True,0
1038,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",REAL,no,3,False,1
1039,"ajlk | bduo | mzbw | vlmn || AB,BC,BD,CD",FAKE,yes,4,True,0
1040,"air pressure | physical health | sales performance | traffic congestion || AC,AD,BC",RANDOM,no,4,False,0
1041,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,yes,4,True,1
1042,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",REAL,yes,4,True,1
1043,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,no,5,False,0
1044,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,False,0
1045,"ferk | rekt | tfmi || AC,BC",FAKE,yes,3,True,0
1046,"blood pressure | severity of respiratory illnesses | wheather condition || AC,BC",RANDOM,no,3,True,0
1047,"cobw | dvqk | jqrn || AC,BC",FAKE,no,3,True,0
1048,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
1049,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,False,0
1050,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",REAL,no,4,True,1
1051,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,yes,5,True,0
1052,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,False,0
1053,"education level | mental health | physical health | wheather condition || AB,AD,BC,BD,CD",RANDOM,yes,4,True,0
1054,"clzo | itsc | kyzr | vvae || AB,BC,BD",FAKE,no,4,True,0
1055,"jepz | rybe | trzg || AB,BC",FAKE,no,3,True,0
1056,"amount of exercise | apearance | talent || AB,AC",RANDOM,yes,3,True,0
1057,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,False,1
1058,"jiur | vplt | vxmf || AB,AC,BC",FAKE,no,3,False,0
1059,"apearance | education level | humidity level | temperature || AB,BC,CD",RANDOM,no,4,False,0
1060,"ahcp | etsq | fqyq | pcit || AB,AD,BD,CD",FAKE,no,4,False,0
1061,"amount of exercise | blood pressure | job satisfaction | rainfull || AB,AC,BC,CD",RANDOM,no,4,True,0
1062,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,yes,4,True,0
1063,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",REAL,no,4,True,1
1064,"humidity | temperature | weather conditions || AB,AC",REAL,no,3,False,1
1065,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",REAL,no,3,False,1
1066,"income level | mental health | severity of respiratory illnesses | stress level || AC,AD,BC,BD",RANDOM,no,4,False,0
1067,"gibg | gqle | vwlo || AC,BC",FAKE,no,3,False,0
1068,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,no,5,True,0
1069,"job satisfaction | sales performance | talent | wheather condition | work-life balance || AC,BC,CD,ED",RANDOM,no,5,False,0
1070,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",REAL,no,4,False,1
1071,"eurf | yikq | zccw || AC,BC",FAKE,no,3,False,0
1072,"air pressure | quality of teaching | sales performance | work-life balance || AB,AC,BD,CD",RANDOM,yes,4,True,0
1073,"ftog | jazt | kdns || AB,BC",FAKE,no,3,False,0
1074,"ahcp | etsq | fqyq | pcit || AB,AD,BD,CD",FAKE,no,4,False,0
1075,"education level | happiness level | income level | job satisfaction | life satisfaction || AC,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
1076,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,yes,5,True,0
1077,"air pressure | sales performance | stress level || AB,BC",RANDOM,no,3,True,0
1078,"aghu | izlq | jvyl | xewl | ydlu || AB,AD,AE,BC,BD,CD,CE",FAKE,no,5,True,0
1079,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",REAL,no,4,False,1
1080,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,no,4,False,0
1081,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,yes,5,True,1
1082,"blood pressure | humidity level | severity of respiratory illnesses | wheather condition || AC,AD,BC",RANDOM,yes,4,True,0
1083,"aplp | fsar | jmxb | ysko || AB,AC,AD,BC,CD",FAKE,no,4,True,0
1084,"amount of exercise | caloric intake | weight loss/gain || AC,BC",REAL,no,3,False,1
1085,"hdqy | ivje | qmiv | uoeb || AB,AD,BD,CD",FAKE,no,4,False,0
1086,"arrival time at work | availability of public transportation | distance from home to workplace | traffic congestion | weather condition || AC,BC,CD,ED",REAL,no,5,False,1
1087,"blood pressure | stress level | temperature | work-life balance || AB,AC,BC,BD,CD",RANDOM,no,4,True,0
1088,"azgg | lscu | zens | zgcj || AB,AC,AD,BD,CD",FAKE,no,4,True,0
1089,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,True,0
1090,"fbge | twac | vdla | vijq || AB,AC,AD",FAKE,no,4,False,0
1091,"aemv | qftw | wurj | yglq || AB,AC,AD,BC,CD",FAKE,no,4,True,0
1092,"aplp | fsar | jmxb | ysko || AB,AC,AD,BC,CD",FAKE,no,4,False,0
1093,"arbu | eons | pgqh | smku || AC,AD,BC,CD",FAKE,no,4,False,0
1094,"aplp | fsar | jmxb | ysko || AB,AC,AD,BC,CD",FAKE,no,4,False,0
1095,"investment in advertising | number of website visits | sales revenue || AB,AC,BC",REAL,no,3,False,1
1096,"amount of rainfall | crop yield | groundwater level || AB,AC",REAL,no,3,False,1
1097,"air pressure | apearance | education level || AB,BC",RANDOM,no,3,False,0
1098,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,False,0
1099,"employee performance | mental health | sales performance | traffic congestion || AB,AC,BC,BD,CD",RANDOM,no,4,False,0
1100,"air pressure | apearance | blood pressure | income level | traffic congestion || AB,AC,BC,BD,CD,DE",RANDOM,yes,5,True,0
1101,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,False,0
1102,"the amount of sleep the night before the exam | the number of hours studied for an exam | the overall performance in the course | the score obtained on the exam || AB,AC,BD,CD",REAL,no,4,True,1
1103,"oerx | tlqy | xtse | zqrx || AB,AC,BC,BD,CD",FAKE,no,4,False,0
1104,"a company | company expenses | company profit | company revenue || AB,AC,AD,BC",REAL,no,4,False,1
1105,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",REAL,no,3,True,1
1106,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,yes,5,True,1
1107,"humidity level | physical health | work-life balance || AB,BC",RANDOM,yes,3,True,0
1108,"fhbj | jlwb | ppvf | vsqg || AB,AC,AD,BC,BD",FAKE,no,4,False,0
1109,"apearance | education level | government policies | traffic congestion | wheather condition || AD,BD,CD,DE",RANDOM,no,5,False,0
1110,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,no,4,True,0
1111,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,yes,4,True,1
1112,"bvzl | novl | pasq || AB,BC",FAKE,no,3,False,0
1113,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
1114,"jkcn | ogvr | piki | zgsl || AB,AC,BC,BD",FAKE,yes,4,True,0
1115,"blood pressure | government policies | severity of respiratory illnesses | work-life balance || AD,BD,CD",RANDOM,no,4,True,0
1116,"amount of sunlight | crop quality | crop yield | weather conditions || AC,AD,BC,BD",REAL,no,4,True,1
1117,"cbjg | xoge | xvis || AB,AC,BC",FAKE,no,3,False,0
1118,"clwa | hvxd | szak || AB,AC",FAKE,yes,3,True,0
1119,"humidity | temperature | weather conditions || AB,AC",REAL,no,3,False,1
